x
146.9617
259.566
139.8911
137.7161
9.483654
112.1537
139.3967
284.4469
7.329874
466.4338
87.71002
124.9053
137.1172
168.4321
76.69922
215.0858
225.3067
210.9341
7.725633
21.73132
15.12558
114.1936
45.08193
177.4708
29.7732
18.11521
103.1912
11.11322
85.17658
186.342
95.60794
47.80429
8.910384
14.32934
15.65428
247.4363
35.75806
232.4164
111.298
25.41165
346.824
248.8629
154.9201
15.77721
81.28725
64.57514
68.04765
23.82322
24.06207
147.4152
261.9241
140.2897
14.36358
14.37727
319.0735
124.3011
55.09823
300.6766
70.35212
284.5624
42.80368
169.7035
16.18581
168.395
190.7001
227.2414
92.94414
191.9701
82.09684
149.0078
11.82604
40.74203
30.76351
23.82997
93.18346
19.36546
315.254
131.5277
168.1978
87.94347
61.09717
166.4268
180.3382
77.67461
79.07541
266.9658
192.0101
258.1763
60.13422
128.2705
97.94042
157.7716
160.992
331.18
12.95838
58.57416
9.671448
29.26624
9.044584
11.39768
24.51342
14.83093
97.36233
44.77609
103.2075
26.28462
36.978
79.21334
21.49901
225.8558
7.064316
235.991
207.8383
86.34553
207.8079
332.5662
130.3052
117.1258
6.189094
313.3629
246.0959
97.44157
55.11699
334.1087
8.771848
7.275057
259.2698
142.3582
198.9457
70.76818
108.3333
211.7129
171.1233
26.74628
292.2347
149.3326
33.19641
10.14532
144.7789
35.68113
23.71966
157.1883
43.72807
6.773403
11.38034
11.40032
12.33098
735.2435
126.531
78.69983
244.439
17.85434
177.9016
16.25802
175.8361
163.3092
23.39778
136.7116
240.6805
236.2769
101.7136
45.86326
167.5846
40.36772
10.75362
302.0613
279.4951
10.07604
25.05849
158.0049
465.2904
79.41091
29.00942
159.0301
201.0135
10.43821
235.8635
99.57656
261.957
30.82828
74.42059
163.8857
13.2406
27.20519
136.3791
15.33504
112.3284
180.7931
25.71698
16.50523
12.41841
92.60646
19.05068
102.0591
133.464
160.755
9.769214
20.4955
23.0069
398.9912
17.5755
211.1058
14.34578
57.96231
331.1923
682.8956
194.3591
40.0321
190.7141
129.9658
232.3538
304.7128
266.2878
44.37679
14.66324
416.8593
14.2834
102.4741
116.7681
41.31915
41.76388
11.92491
23.13775
108.3813
243.6506
300.4373
70.35791
92.79568
56.41813
219.1878
36.85117
81.09975
81.04304
94.32622
7.454556
15.88107
29.74137
39.77961
45.00179
9.612969
48.60945
461.089
278.9796
341.843
14.67419
14.34292
127.2446
12.58
104.7774
8.558837
22.62506
105.5965
16.39295
74.95401
12.44657
20.03222
6.23817
21.65063
146.8828
87.60812
18.05644
84.57616
53.4349
139.5164
35.25124
164.2621
26.25792
418.1369
72.73725
152.7153
393.0921
121.5369
11.06887
60.19707
19.35346
99.15477
45.00085
176.4382
121.3552
411.6436
162.735
20.88072
52.04609
13.99194
41.07481
22.86934
32.52378
27.93965
10.4742
177.1089
222.8857
278.6504
21.6213
149.5653
8.364209
229.5275
18.49744
35.93554
58.9449
295.8175
21.59101
82.11138
15.64998
73.2033
81.81453
121.4049
57.70509
274.3416
93.5913
95.7642
14.2128
16.59422
221.831
40.02514
89.83577
477.6332
366.7473
105.3582
14.83234
268.8029
248.1725
121.4359
50.01799
12.14421
121.4638
229.3922
133.6591
72.14172
223.3198
264.9118
24.50821
106.6819
33.4611
15.79554
9.793585
12.02111
66.12161
12.46903
30.27368
19.0803
17.36519
23.36754
165.2263
15.97845
157.9683
29.35012
47.79125
199.6852
28.26899
163.6639
15.84091
43.27894
16.02071
52.55481
36.60278
34.02138
47.97318
94.20762
188.4826
11.19253
192.5496
226.5727
69.80138
9.781444
988.6819
297.083
1090.194
134.5176
16.20634
19.53742
79.26254
92.92717
148.4748
145.1122
54.71637
53.15764
69.32941
460.0934
60.58837
21.86961
241.0826
149.2944
88.72966
142.4851
105.4462
173.7319
16.25969
228.173
42.4506
73.81378
44.03649
179.0701
127.0458
100.3189
66.85946
44.05402
310.4271
114.3309
96.02343
10.93877
14.98725
20.47715
11.46463
434.7487
24.55852
86.61834
830.1276
88.89799
171.783
297.8825
226.4202
99.62916
44.7118
52.57675
60.40263
43.04251
56.82985
126.4508
163.8938
135.779
60.78336
145.6885
46.14678
105.628
94.41365
30.42157
537.0409
14.84394
27.87705
27.86122
34.84237
71.48144
474.4962
381.2346
10.48765
51.95593
232.4322
80.63946
7.879246
100.1181
63.70003
105.7354
103.6971
76.16725
57.26832
35.3433
116.3887
66.33445
224.4073
29.13486
87.40141
107.2403
410.9461
136.9617
24.35687
33.05482
36.39308
12.14912
298.9222
114.6296
13.0802
